CUMUN,CPRO,NPRO,NMUN,AREA_GEO,ID_AREA_GEO,POB_AREA_GEO,COD_LITERAL_SCD,ID_GRUPO,POB_GRUPO,ID_COMPLETO_GRUPO,,
13083,13,Ciudad Real,Torralba de Calatrava,MUNICIPIO,13083,2977,,02CR,7060,13083Torralba de Calatrava,,
13018,13,Ciudad Real,Arenas de San Juan,MUNICIPIO,13018,1011,,03CR,5295,13018Arenas de San Juan,,
13050,13,Ciudad Real,"Labores, Las",MUNICIPIO,13050,569,,03CR,5295,"13050Labores, Las",,
13070,13,Ciudad Real,Puerto Lápice,MUNICIPIO,13070,924,,03CR,5295,13070Puerto Lápice,,
13097,13,Ciudad Real,Villarta de San Juan,MUNICIPIO,13097,2791,,03CR,5295,13097Villarta de San Juan,,
13053,13,Ciudad Real,Manzanares,MUNICIPIO,13053,17997,,04CR,18716,13053Manzanares,,
13904,13,Ciudad Real,Llanos del Caudillo,MUNICIPIO,13904,719,,04CR,18716,13904Llanos del Caudillo,,
13028,13,Ciudad Real,Campo de Criptana,MUNICIPIO,13028,13414,,05CR,14003,13028Campo de Criptana,,
13903,13,Ciudad Real,Arenales de San Gregorio,MUNICIPIO,13903,589,,05CR,14003,13903Arenales de San Gregorio,,
13010,13,Ciudad Real,Alhambra,MUNICIPIO,13010,1002,,06CR,5930,13010Alhambra,,
13032,13,Ciudad Real,Carrizosa,MUNICIPIO,13032,1212,,06CR,5930,13032Carrizosa,,
13043,13,Ciudad Real,Fuenllana,MUNICIPIO,13043,217,,06CR,5930,13043Fuenllana,,
13074,13,Ciudad Real,San Carlos del Valle,MUNICIPIO,13074,1120,,06CR,5930,13074San Carlos del Valle,,
13089,13,Ciudad Real,Villahermosa,MUNICIPIO,13089,1826,,06CR,5930,13089Villahermosa,,
13902,13,Ciudad Real,Ruidera,MUNICIPIO,13902,553,,06CR,5930,13902Ruidera,,
13004,13,Ciudad Real,Albaladejo,MUNICIPIO,13004,1158,,07CR,6961,13004Albaladejo,,
13014,13,Ciudad Real,Almedina,MUNICIPIO,13014,516,,07CR,6961,13014Almedina,,
13057,13,Ciudad Real,Montiel,MUNICIPIO,13057,1315,,07CR,6961,13057Montiel,,
13069,13,Ciudad Real,Puebla del Príncipe,MUNICIPIO,13069,694,,07CR,6961,13069Puebla del Príncipe,,
13076,13,Ciudad Real,Santa Cruz de los Cáñamos,MUNICIPIO,13076,522,,07CR,6961,13076Santa Cruz de los Cáñamos,,
13081,13,Ciudad Real,Terrinches,MUNICIPIO,13081,678,,07CR,6961,13081Terrinches,,
13092,13,Ciudad Real,Villanueva de la Fuente,MUNICIPIO,13092,2078,,07CR,6961,13092Villanueva de la Fuente,,
13033,13,Ciudad Real,Castellar de Santiago,MUNICIPIO,13033,1897,,08CR,7711,13033Castellar de Santiago,,
13037,13,Ciudad Real,Cózar,MUNICIPIO,13037,969,,08CR,7711,13037Cózar,,
13084,13,Ciudad Real,Torre de Juan Abad,MUNICIPIO,13084,995,,08CR,7711,13084Torre de Juan Abad,,
13085,13,Ciudad Real,Torrenueva,MUNICIPIO,13085,2702,,08CR,7711,13085Torrenueva,,
13090,13,Ciudad Real,Villamanrique,MUNICIPIO,13090,1148,,08CR,7711,13090Villamanrique,,
13016,13,Ciudad Real,Almuradiel,MUNICIPIO,13016,772,,09CR,7177,13016Almuradiel,,
13077,13,Ciudad Real,Santa Cruz de Mudela,MUNICIPIO,13077,4107,,09CR,7177,13077Santa Cruz de Mudela,,
13098,13,Ciudad Real,Viso del Marqués,MUNICIPIO,13098,2298,,09CR,7177,13098Viso del Marqués,,
13024,13,Ciudad Real,Brazatortas,MUNICIPIO,13024,1005,,10CR,4262,13024Brazatortas,,
13026,13,Ciudad Real,Cabezarrubias del Puerto,MUNICIPIO,13026,481,,10CR,4262,13026Cabezarrubias del Puerto,,
13042,13,Ciudad Real,Fuencaliente,MUNICIPIO,13042,1036,,10CR,4262,13042Fuencaliente,,
13048,13,Ciudad Real,Hinojosas de Calatrava,MUNICIPIO,13048,536,,10CR,4262,13048Hinojosas de Calatrava,,
13055,13,Ciudad Real,Mestanza,MUNICIPIO,13055,667,,10CR,4262,13055Mestanza,,
13075,13,Ciudad Real,San Lorenzo de Calatrava,MUNICIPIO,13075,213,,10CR,4262,13075San Lorenzo de Calatrava,,
13080,13,Ciudad Real,Solana del Pino,MUNICIPIO,13080,324,,10CR,4262,13080Solana del Pino,,
13009,13,Ciudad Real,Aldea del Rey,MUNICIPIO,13009,1657,,11CR,7068,13009Aldea del Rey,,
13027,13,Ciudad Real,Calzada de Calatrava,MUNICIPIO,13027,3719,,11CR,7068,13027Calzada de Calatrava,,
13045,13,Ciudad Real,Granátula de Calatrava,MUNICIPIO,13045,714,,11CR,7068,13045Granátula de Calatrava,,
13088,13,Ciudad Real,Valenzuela de Calatrava,MUNICIPIO,13088,688,,11CR,7068,13088Valenzuela de Calatrava,,
13094,13,Ciudad Real,Villanueva de San Carlos,MUNICIPIO,13094,290,,11CR,7068,13094Villanueva de San Carlos,,
13036,13,Ciudad Real,"Cortijos, Los",MUNICIPIO,13036,884,,12CR,4104,"13036Cortijos, Los",,
13044,13,Ciudad Real,Fuente el Fresno,MUNICIPIO,13044,3220,,12CR,4104,13044Fuente el Fresno,,
13006,13,Ciudad Real,Alcoba,MUNICIPIO,13006,583,,13CR,5159,13006Alcoba,,
13017,13,Ciudad Real,Anchuras,MUNICIPIO,13017,327,,13CR,5159,13017Anchuras,,
13021,13,Ciudad Real,Arroba de los Montes,MUNICIPIO,13021,446,,13CR,5159,13021Arroba de los Montes,,
13041,13,Ciudad Real,Fontanarejo,MUNICIPIO,13041,275,,13CR,5159,13041Fontanarejo,,
13049,13,Ciudad Real,Horcajo de los Montes,MUNICIPIO,13049,883,,13CR,5159,13049Horcajo de los Montes,,
13059,13,Ciudad Real,Navalpino,MUNICIPIO,13059,228,,13CR,5159,13059Navalpino,,
13060,13,Ciudad Real,Navas de Estena,MUNICIPIO,13060,298,,13CR,5159,13060Navas de Estena,,
13068,13,Ciudad Real,Puebla de Don Rodrigo,MUNICIPIO,13068,1178,,13CR,5159,13068Puebla de Don Rodrigo,,
13072,13,Ciudad Real,Retuerta del Bullaque,MUNICIPIO,13072,941,,13CR,5159,13072Retuerta del Bullaque,,
13065,13,Ciudad Real,Porzuna,MUNICIPIO,13065,3532,,14CR,4613,13065Porzuna,,
13901,13,Ciudad Real,"Robledo, El",MUNICIPIO,13901,1081,,14CR,4613,"13901Robledo, El",,
13002,13,Ciudad Real,Agudo,MUNICIPIO,13002,1659,,15CR,4856,13002Agudo,,
13003,13,Ciudad Real,Alamillo,MUNICIPIO,13003,486,,15CR,4856,13003Alamillo,,
13038,13,Ciudad Real,Chillón,MUNICIPIO,13038,1816,,15CR,4856,13038Chillón,,
13046,13,Ciudad Real,Guadalmez,MUNICIPIO,13046,725,,15CR,4856,13046Guadalmez,,
13086,13,Ciudad Real,Valdemanco del Esteras,MUNICIPIO,13086,170,,15CR,4856,13086Valdemanco del Esteras,,
13051,13,Ciudad Real,Luciana,MUNICIPIO,13051,366,,16CR,4761,13051Luciana,,
13063,13,Ciudad Real,Piedrabuena,MUNICIPIO,13063,4395,,16CR,4761,13063Piedrabuena,,
13001,13,Ciudad Real,Abenójar,MUNICIPIO,13001,1375,,17CR,5036,13001Abenójar,,
13012,13,Ciudad Real,Almadenejos,MUNICIPIO,13012,415,,17CR,5036,13012Almadenejos,,
13025,13,Ciudad Real,Cabezarados,MUNICIPIO,13025,322,,17CR,5036,13025Cabezarados,,
13029,13,Ciudad Real,Cañada de Calatrava,MUNICIPIO,13029,102,,17CR,5036,13029Cañada de Calatrava,,
13030,13,Ciudad Real,Caracuel de Calatrava,MUNICIPIO,13030,134,,17CR,5036,13030Caracuel de Calatrava,,
13035,13,Ciudad Real,Corral de Calatrava,MUNICIPIO,13035,1123,,17CR,5036,13035Corral de Calatrava,,
13067,13,Ciudad Real,"Pozuelos de Calatrava, Los",MUNICIPIO,13067,372,,17CR,5036,"13067Pozuelos de Calatrava, Los",,
13073,13,Ciudad Real,Saceruela,MUNICIPIO,13073,559,,17CR,5036,13073Saceruela,,
13091,13,Ciudad Real,Villamayor de Calatrava,MUNICIPIO,13091,634,,17CR,5036,13091Villamayor de Calatrava,,
13020,13,Ciudad Real,Argamasilla de Calatrava,MUNICIPIO,13020,5943,,18CR,6391,13020Argamasilla de Calatrava,,
13022,13,Ciudad Real,Ballesteros de Calatrava,MUNICIPIO,13022,373,,18CR,6391,13022Ballesteros de Calatrava,,
13095,13,Ciudad Real,Villar del Pozo,MUNICIPIO,13095,75,,18CR,6391,13095Villar del Pozo,,
13005,13,Ciudad Real,Alcázar de San Juan,MUNICIPIO,13005,30576,,19CR,30576,13005Alcázar de San Juan,,
13011,13,Ciudad Real,Almadén,MUNICIPIO,13011,5312,,20CR,5312,13011Almadén,,
13013,13,Ciudad Real,Almagro,MUNICIPIO,13013,8896,,21CR,8896,13013Almagro,,
13015,13,Ciudad Real,Almodóvar del Campo,MUNICIPIO,13015,6027,,22CR,6027,13015Almodóvar del Campo,,
13019,13,Ciudad Real,Argamasilla de Alba,MUNICIPIO,13019,6838,,23CR,6838,13019Argamasilla de Alba,,
13023,13,Ciudad Real,Bolaños de Calatrava,MUNICIPIO,13023,11934,,24CR,11934,13023Bolaños de Calatrava,,
13039,13,Ciudad Real,Daimiel,MUNICIPIO,13039,17929,,25CR,17929,13039Daimiel,,
13047,13,Ciudad Real,Herencia,MUNICIPIO,13047,8390,,26CR,8390,13047Herencia,,
13052,13,Ciudad Real,Malagón,MUNICIPIO,13052,7998,,27CR,7998,13052Malagón,,
13054,13,Ciudad Real,Membrilla,MUNICIPIO,13054,6005,,28CR,6005,13054Membrilla,,
13056,13,Ciudad Real,Miguelturra,MUNICIPIO,13056,15368,,29CR,15368,13056Miguelturra,,
13058,13,Ciudad Real,Moral de Calatrava,MUNICIPIO,13058,5271,,30CR,5271,13058Moral de Calatrava,,
13061,13,Ciudad Real,Pedro Muñoz,MUNICIPIO,13061,7293,,31CR,7293,13061Pedro Muñoz,,
13071,13,Ciudad Real,Puertollano,MUNICIPIO,13071,47035,,32CR,47035,13071Puertollano,,
13078,13,Ciudad Real,Socuéllamos,MUNICIPIO,13078,12139,,33CR,12139,13078Socuéllamos,,
13079,13,Ciudad Real,"Solana, La",MUNICIPIO,13079,15479,,34CR,15479,"13079Solana, La",,
13082,13,Ciudad Real,Tomelloso,MUNICIPIO,13082,35873,,35CR,35873,13082Tomelloso,,
13087,13,Ciudad Real,Valdepeñas,MUNICIPIO,13087,30077,,36CR,30077,13087Valdepeñas,,
13008,13,Ciudad Real,Alcubillas,MUNICIPIO,13008,477,,37CR,5412,13008Alcubillas,,
13093,13,Ciudad Real,Villanueva de los Infantes,MUNICIPIO,13093,4935,,37CR,5412,13093Villanueva de los Infantes,,
13096,13,Ciudad Real,Villarrubia de los Ojos,MUNICIPIO,13096,9814,,38CR,9814,13096Villarrubia de los Ojos,,
13034,13,Ciudad Real,Ciudad Real,DISTRITO,1303401,15872,,39CR,15872,1303401Ciudad Real,,
13034,13,Ciudad Real,Ciudad Real,DISTRITO,1303402,29266,,40CR,29266,1303402Ciudad Real,,
13034,13,Ciudad Real,Ciudad Real,DISTRITO,1303403,8769,,41CR,8769,1303403Ciudad Real,,
13034,13,Ciudad Real,Ciudad Real,DISTRITO,1303404,19305,,42CR,19305,1303404Ciudad Real,,
14005,14,Córdoba,Almodóvar del Río,MUNICIPIO,14005,7937,,01CO,9520,14005Almodóvar del Río,,
14033,14,Córdoba,Guadalcázar,MUNICIPIO,14033,1583,,01CO,9520,14033Guadalcázar,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402101005,1482,,02CO,12808,1402101005 Córdoba,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402102043,2706,,02CO,12808,1402102043 Córdoba,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402105004,2152,,02CO,12808,1402105004 Córdoba,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402106025,2573,,02CO,12808,1402106025 Córdoba,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402109003,988,,02CO,12808,1402109003 Córdoba,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402109035,636,,02CO,12808,1402109035 Córdoba,,
14065,14,Córdoba,"Victoria, La",MUNICIPIO,14065,2271,,02CO,12808,"14065Victoria, La",,
14021,14,Córdoba,Córdoba,SCD,ES020D00028,6108,Alcolea,03CO,9296,SCD Alcolea,,
14047,14,Córdoba,Obejo,MUNICIPIO,14047,2011,,03CO,9296,14047Obejo,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402102044,1177,,03CO,9296,1402102044 Córdoba,,
14018,14,Córdoba,"Carpio, El",MUNICIPIO,14018,4383,,04CO,9254,"14018Carpio, El",,
14067,14,Córdoba,Villafranca de Córdoba,MUNICIPIO,14067,4871,,04CO,9254,14067Villafranca de Córdoba,,
14001,14,Córdoba,Adamuz,MUNICIPIO,14001,4192,,05CO,7029,14001Adamuz,,
14050,14,Córdoba,Pedro Abad,MUNICIPIO,14050,2837,,05CO,7029,14050Pedro Abad,,
14025,14,Córdoba,Espejo,MUNICIPIO,14025,3329,,06CO,7184,14025Espejo,,
14041,14,Córdoba,Montemayor,MUNICIPIO,14041,3855,,06CO,7184,14041Montemayor,,
14044,14,Córdoba,Monturque,MUNICIPIO,14044,1958,,07CO,5675,14044Monturque,,
14045,14,Córdoba,Moriles,MUNICIPIO,14045,3717,,07CO,5675,14045Moriles,,
14015,14,Córdoba,Carcabuey,MUNICIPIO,14015,2412,,08CO,5406,14015Carcabuey,,
14039,14,Córdoba,Luque,MUNICIPIO,14039,2994,,08CO,5406,14039Luque,,
14022,14,Córdoba,Doña Mencía,MUNICIPIO,14022,4638,,09CO,5279,14022Doña Mencía,,
14075,14,Córdoba,Zuheros,MUNICIPIO,14075,641,,09CO,5279,14075Zuheros,,
14010,14,Córdoba,Benamejí,MUNICIPIO,14010,4966,,10CO,8698,14010Benamejí,,
14024,14,Córdoba,Encinas Reales,MUNICIPIO,14024,2254,,10CO,8698,14024Encinas Reales,,
14048,14,Córdoba,Palenciana,MUNICIPIO,14048,1478,,10CO,8698,14048Palenciana,,
14040,14,Córdoba,Montalbán de Córdoba,MUNICIPIO,14040,4489,,11CO,12790,14040Montalbán de Córdoba,,
14057,14,Córdoba,"Rambla, La",MUNICIPIO,14057,7493,,11CO,12790,"14057Rambla, La",,
14059,14,Córdoba,San Sebastián de los Ballesteros,MUNICIPIO,14059,808,,11CO,12790,14059San Sebastián de los Ballesteros,,
14012,14,Córdoba,Bujalance,MUNICIPIO,14012,7417,,12CO,10350,14012Bujalance,,
14014,14,Córdoba,Cañete de las Torres,MUNICIPIO,14014,2933,,12CO,10350,14014Cañete de las Torres,,
14007,14,Córdoba,Baena,MUNICIPIO,14007,19284,,13CO,20415,14007Baena,,
14063,14,Córdoba,Valenzuela,MUNICIPIO,14063,1131,,13CO,20415,14063Valenzuela,,
14026,14,Córdoba,Espiel,MUNICIPIO,14026,2397,,14CO,7291,14026Espiel,,
14068,14,Córdoba,Villaharta,MUNICIPIO,14068,619,,14CO,7291,14068Villaharta,,
14071,14,Córdoba,Villanueva del Rey,MUNICIPIO,14071,1046,,14CO,7291,14071Villanueva del Rey,,
14073,14,Córdoba,Villaviciosa de Córdoba,MUNICIPIO,14073,3229,,14CO,7291,14073Villaviciosa de Córdoba,,
14036,14,Córdoba,Hornachuelos,MUNICIPIO,14036,4497,,15CO,11822,14036Hornachuelos,,
14053,14,Córdoba,Posadas,MUNICIPIO,14053,7325,,15CO,11822,14053Posadas,,
14011,14,Córdoba,"Blázquez, Los",MUNICIPIO,14011,661,,16CO,6082,"14011Blázquez, Los",,
14029,14,Córdoba,Fuente Obejuna,MUNICIPIO,14029,4604,,16CO,6082,14029Fuente Obejuna,,
14032,14,Córdoba,"Granjuela, La",MUNICIPIO,14032,461,,16CO,6082,"14032Granjuela, La",,
14064,14,Córdoba,Valsequillo,MUNICIPIO,14064,356,,16CO,6082,14064Valsequillo,,
14003,14,Córdoba,Alcaracejos,MUNICIPIO,14003,1486,,17CO,5779,14003Alcaracejos,,
14006,14,Córdoba,Añora,MUNICIPIO,14006,1527,,17CO,5779,14006Añora,,
14023,14,Córdoba,Dos Torres,MUNICIPIO,14023,2411,,17CO,5779,14023Dos Torres,,
14034,14,Córdoba,"Guijo, El",MUNICIPIO,14034,355,,17CO,5779,"14034Guijo, El",,
14009,14,Córdoba,Belmez,MUNICIPIO,14009,2923,,18CO,5866,14009Belmez,,
14028,14,Córdoba,Fuente la Lancha,MUNICIPIO,14028,351,,18CO,5866,14028Fuente la Lancha,,
14070,14,Córdoba,Villanueva del Duque,MUNICIPIO,14070,1461,,18CO,5866,14070Villanueva del Duque,,
14072,14,Córdoba,Villaralto,MUNICIPIO,14072,1131,,18CO,5866,14072Villaralto,,
14008,14,Córdoba,Belalcázar,MUNICIPIO,14008,3255,,19CO,6546,14008Belalcázar,,
14061,14,Córdoba,Santa Eufemia,MUNICIPIO,14061,755,,19CO,6546,14061Santa Eufemia,,
14074,14,Córdoba,"Viso, El",MUNICIPIO,14074,2536,,19CO,6546,"14074Viso, El",,
14016,14,Córdoba,Cardeña,MUNICIPIO,14016,1490,,20CO,10854,14016Cardeña,,
14043,14,Córdoba,Montoro,MUNICIPIO,14043,9364,,20CO,10854,14043Montoro,,
14020,14,Córdoba,Conquista,MUNICIPIO,14020,379,,21CO,11683,14020Conquista,,
14051,14,Córdoba,Pedroche,MUNICIPIO,14051,1516,,21CO,11683,14051Pedroche,,
14062,14,Córdoba,Torrecampo,MUNICIPIO,14062,1059,,21CO,11683,14062Torrecampo,,
14069,14,Córdoba,Villanueva de Córdoba,MUNICIPIO,14069,8729,,21CO,11683,14069Villanueva de Córdoba,,
14037,14,Córdoba,Iznájar,MUNICIPIO,14037,4261,,22CO,14106,14037Iznájar,,
14058,14,Córdoba,Rute,MUNICIPIO,14058,9845,,22CO,14106,14058Rute,,
14004,14,Córdoba,Almedinilla,MUNICIPIO,14004,2391,,23CO,25471,14004Almedinilla,,
14031,14,Córdoba,Fuente-Tójar,MUNICIPIO,14031,672,,23CO,25471,14031Fuente-Tójar,,
14055,14,Córdoba,Priego de Córdoba,MUNICIPIO,14055,22408,,23CO,25471,14055Priego de Córdoba,,
14002,14,Córdoba,Aguilar de la Frontera,MUNICIPIO,14002,13328,,24CO,13328,14002Aguilar de la Frontera,,
14013,14,Córdoba,Cabra,MUNICIPIO,14013,20341,,25CO,20341,14013Cabra,,
14017,14,Córdoba,"Carlota, La",MUNICIPIO,14017,14061,,26CO,14061,"14017Carlota, La",,
14019,14,Córdoba,Castro del Río,MUNICIPIO,14019,7809,,27CO,7809,14019Castro del Río,,
14021,14,Córdoba,Córdoba,SCD,ES020D00001,31012,Casco Histórico,28CO,31012,SCD Casco Histórico,,
14021,14,Córdoba,Córdoba,SCD,ES020D00002,9090,Tejares - Molinos Altas - San Cayetano,29CO,9090,SCD Tejares - Molinos Altas - San Cayetano,,
14021,14,Córdoba,Córdoba,SCD,ES020D00003,19973,Levante - Zumbacón,30CO,19973,SCD Levante - Zumbacón,,
14021,14,Córdoba,Córdoba,SCD,ES020D00004,15988,Viñuela - Rescatado - Cerro de la Golondrina,31CO,15988,SCD Viñuela - Rescatado - Cerro de la Golondrina,,
14021,14,Córdoba,Córdoba,SCD,ES020D00005,17049,Fátima,32CO,17049,SCD Fátima,,
14021,14,Córdoba,Córdoba,SCD,ES020D00006,6907,Cañero - Parque Fidiana,33CO,6907,SCD Cañero - Parque Fidiana,,
14021,14,Córdoba,Córdoba,SCD,ES020D00007,12846,Fuensanta - Santuario,34CO,12846,SCD Fuensanta - Santuario,,
14021,14,Córdoba,Córdoba,SCD,ES020D00008,7645,Arcángel,35CO,7645,SCD Arcángel,,
14021,14,Córdoba,Córdoba,SCD,ES020D00009,9425,Campo de la Verdad - Fray Albino,36CO,9425,SCD Campo de la Verdad - Fray Albino,,
14021,14,Córdoba,Córdoba,SCD,ES020D00010,16292,Sector Sur,37CO,16292,SCD Sector Sur,,
14021,14,Córdoba,Córdoba,SCD,ES020D00011,9337,Polígono del Guadalquivir,38CO,9337,SCD Polígono del Guadalquivir,,
14021,14,Córdoba,Córdoba,SCD,ES020D00012,12779,Vista Alegre - Vallellano - Parque Cruz Conde/Corregidor,39CO,14223,SCD Vista Alegre - Vallellano - Parque Cruz Conde/Corregidor,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402110037,1444,,39CO,14223,1402110037 Córdoba,,
14021,14,Córdoba,Córdoba,SCD,ES020D00013,15921,Ciudad jardín,40CO,15921,SCD Ciudad jardín,,
14021,14,Córdoba,Córdoba,SCD,ES020D00014,8523,Huerta de la Marquesa,41CO,8523,SCD Huerta de la Marquesa,,
14021,14,Córdoba,Córdoba,SCD,ES020D00015,6485,Cercadilla - Olivos Borrachos,42CO,6485,SCD Cercadilla - Olivos Borrachos,,
14021,14,Córdoba,Córdoba,SCD,ES020D00016,6485,Miralbaida - Electromecánicas,43CO,6485,SCD Miralbaida - Electromecánicas,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402106026,1031,,44CO,3680,1402106026 Córdoba,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402106037,1244,,44CO,3680,1402106037 Córdoba,,
14021,14,Córdoba,Córdoba,SECCIÓN,1402110020,1405,,44CO,3680,1402110020 Córdoba,,
14021,14,Córdoba,Córdoba,SCD,ES020D00018,6383,Parque Figueroa - San Rafael de la Albaida,45CO,6383,SCD Parque Figueroa - San Rafael de la Albaida,,
14021,14,Córdoba,Córdoba,SCD,ES020D00019,10901,Santa Isabel,46CO,10901,SCD Santa Isabel,,
14021,14,Córdoba,Córdoba,SCD,ES020D00020,6446,Margaritas - Colonia de la Paz,47CO,6446,SCD Margaritas - Colonia de la Paz,,
14021,14,Córdoba,Córdoba,SCD,ES020D00021,9399,Moreras -  Huerta de la Reina,48CO,9399,SCD Moreras -  Huerta de la Reina,,
14021,14,Córdoba,Córdoba,SCD,ES020D00022,8701,Arruzafilla,49CO,8701,SCD Arruzafilla,,
14021,14,Córdoba,Córdoba,SCD,ES020D00023,9449,Santa Rosa - Camping,50CO,9449,SCD Santa Rosa - Camping,,
14021,14,Córdoba,Córdoba,SCD,ES020D00024,11993,Valdeolleros - Chinales,51CO,11993,SCD Valdeolleros - Chinales,,
14021,14,Córdoba,Córdoba,SCD,ES020D00025,15760,Brillante - Barrio del Naranjo,52CO,15760,SCD Brillante - Barrio del Naranjo,,
14021,14,Córdoba,Córdoba,SCD,ES020D00026,9342,El Higuerón - Majaneque-Alameda del Obispo,53CO,9342,SCD El Higuerón - Majaneque-Alameda del Obispo,,
14021,14,Córdoba,Córdoba,SCD,ES020D00027,8624,Villarrubia -Encinarejo de Córdoba,54CO,8624,SCD Villarrubia -Encinarejo de Córdoba,,
14027,14,Córdoba,Fernán-Núñez,MUNICIPIO,14027,9663,,55CO,9663,14027Fernán-Núñez,,
14030,14,Córdoba,Fuente Palmera,MUNICIPIO,14030,9783,,56CO,10914,14030Fuente Palmera,,
14901,14,Córdoba,Fuente Carreteros,MUNICIPIO,14901,1131,,56CO,10914,14901Fuente Carreteros,,
14035,14,Córdoba,Hinojosa del Duque,MUNICIPIO,14035,6788,,57CO,6788,14035Hinojosa del Duque,,
14038,14,Córdoba,Lucena,MUNICIPIO,14038,42605,,58CO,42605,14038Lucena,,
14042,14,Córdoba,Montilla,MUNICIPIO,14042,22859,,59CO,22859,14042Montilla,,
14046,14,Córdoba,Nueva Carteya,MUNICIPIO,14046,5379,,60CO,5379,14046Nueva Carteya,,
14049,14,Córdoba,Palma del Río,MUNICIPIO,14049,21064,,61CO,21064,14049Palma del Río,,
14052,14,Córdoba,Peñarroya-Pueblonuevo,MUNICIPIO,14052,10695,,62CO,10695,14052Peñarroya-Pueblonuevo,,
14054,14,Córdoba,Pozoblanco,MUNICIPIO,14054,17210,,63CO,17210,14054Pozoblanco,,
14056,14,Córdoba,Puente Genil,MUNICIPIO,14056,30048,,64CO,30048,14056Puente Genil,,
14060,14,Córdoba,Santaella,MUNICIPIO,14060,4629,,65CO,6028,14060Santaella,,
14902,14,Córdoba,"Guijarrosa, La",MUNICIPIO,14902,1399,,65CO,6028,"14902Guijarrosa, La",,
14066,14,Córdoba,Villa del Río,MUNICIPIO,14066,7104,,66CO,7104,14066Villa del Río,,
15023,15,"Coruña, A",Cee,MUNICIPIO,15023,7546,,01CÑ,9135,15023Cee,,
15028,15,"Coruña, A",Corcubión,MUNICIPIO,15028,1589,,01CÑ,9135,15028Corcubión,,
15034,15,"Coruña, A",Dumbría,MUNICIPIO,15034,2983,,02CÑ,7640,15034Dumbría,,
15052,15,"Coruña, A",Muxía,MUNICIPIO,15052,4657,,02CÑ,7640,15052Muxía,,
15020,15,"Coruña, A",Carnota,MUNICIPIO,15020,3957,,03CÑ,7842,15020Carnota,,
15045,15,"Coruña, A",Mazaricos,MUNICIPIO,15045,3885,,03CÑ,7842,15045Mazaricos,,
15014,15,"Coruña, A",Cabana de Bergantiños,MUNICIPIO,15014,4248,,04CÑ,7264,15014Cabana de Bergantiños,,
15040,15,"Coruña, A",Laxe,MUNICIPIO,15040,3016,,04CÑ,7264,15040Laxe,,
15033,15,"Coruña, A",Dodro,MUNICIPIO,15033,2768,,05CÑ,10618,15033Dodro,,
15042,15,"Coruña, A",Lousame,MUNICIPIO,15042,3338,,05CÑ,10618,15042Lousame,,
15074,15,"Coruña, A",Rois,MUNICIPIO,15074,4512,,05CÑ,10618,15074Rois,,
15007,15,"Coruña, A","Baña, A",MUNICIPIO,15007,3450,,06CÑ,7326,"15007Baña, A",,
15088,15,"Coruña, A",Val do Dubra,MUNICIPIO,15088,3876,,06CÑ,7326,15088Val do Dubra,,
15078,15,"Coruña, A",Santiago de Compostela,DISTRITO,1507806,4136,,07CÑ,7249,1507806Santiago de Compostela,,
15086,15,"Coruña, A",Trazo,MUNICIPIO,15086,3113,,07CÑ,7249,15086Trazo,,
15012,15,"Coruña, A",Boqueixón,MUNICIPIO,15012,4220,,08CÑ,7794,15012Boqueixón,,
15085,15,"Coruña, A",Touro,MUNICIPIO,15085,3574,,08CÑ,7794,15085Touro,,
15006,15,"Coruña, A",Arzúa,MUNICIPIO,15006,6041,,09CÑ,7625,15006Arzúa,,
15079,15,"Coruña, A",Santiso,MUNICIPIO,15079,1584,,09CÑ,7625,15079Santiso,,
15038,15,"Coruña, A",Frades,MUNICIPIO,15038,2339,,10CÑ,4869,15038Frades,,
15047,15,"Coruña, A",Mesía,MUNICIPIO,15047,2530,,10CÑ,4869,15047Mesía,,
15010,15,"Coruña, A",Boimorto,MUNICIPIO,15010,1985,,11CÑ,6080,15010Boimorto,,
15080,15,"Coruña, A",Sobrado,MUNICIPIO,15080,1758,,11CÑ,6080,15080Sobrado,,
15083,15,"Coruña, A",Toques,MUNICIPIO,15083,1124,,11CÑ,6080,15083Toques,,
15090,15,"Coruña, A",Vilasantar,MUNICIPIO,15090,1213,,11CÑ,6080,15090Vilasantar,,
15024,15,"Coruña, A",Cerceda,MUNICIPIO,15024,5001,,12CÑ,8300,15024Cerceda,,
15084,15,"Coruña, A",Tordoia,MUNICIPIO,15084,3299,,12CÑ,8300,15084Tordoia,,
15003,15,"Coruña, A",Aranga,MUNICIPIO,15003,1849,,13CÑ,5832,15003Aranga,,
15032,15,"Coruña, A",Curtis,MUNICIPIO,15032,3983,,13CÑ,5832,15032Curtis,,
15027,15,"Coruña, A",Coirós,MUNICIPIO,15027,1824,,14CÑ,5552,15027Coirós,,
15039,15,"Coruña, A",Irixoa,MUNICIPIO,15039,1334,,14CÑ,5552,15039Irixoa,,
